"filename", "language", "JavaScript", "Markdown", "vue", "JSON", "XML", "HTML", "JSON with Comments", "CSS", "Properties", "comment", "blank", "total"
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\modals\modalFile.vue", "vue", 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 4, 134
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\modals\modalHandleRequest.vue", "vue", 0, 0, 244, 0, 0, 0, 0, 0, 0, 0, 5, 249
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\modals\modalLicense.vue", "vue", 0, 0, 176, 0, 0, 0, 0, 0, 0, 7, 3, 186
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\modals\modalLicenseOnline.vue", "vue", 0, 0, 408, 0, 0, 0, 0, 0, 0, 0, 12, 420
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\modals\modalRemove.vue", "vue", 0, 0, 166, 0, 0, 0, 0, 0, 0, 1, 3, 170
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\modals\modalRemoveTimezone.vue", "vue", 0, 0, 108, 0, 0, 0, 0, 0, 0, 1, 3, 112
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\modals\modalRemoveUser.vue", "vue", 0, 0, 140, 0, 0, 0, 0, 0, 0, 1, 3, 144
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\modals\modalUSPD.vue", "vue", 0, 0, 177, 0, 0, 0, 0, 0, 0, 9, 7, 193
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\modals\notify.vue", "vue", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 34
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\modals\notify2.vue", "vue", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 62
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\multiSelect.vue", "vue", 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 3, 146
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\nav-bar.vue", "vue", 0, 0, 147, 0, 0, 0, 0, 0, 0, 1, 0, 148
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\pdf\event.vue", "vue", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 1, 86
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\pdf\noBalance.vue", "vue", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 85
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\pdf\report1.vue", "vue", 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 1, 122
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\pdf\report2.vue", "vue", 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 1, 195
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\pdf\report6.vue", "vue", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 98
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\pdf\report7.vue", "vue", 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 1, 191
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\pdf\tablePdf.vue", "vue", 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 2, 187
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\pdf\timezone.vue", "vue", 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 1, 119
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\pdf\vector.vue", "vue", 0, 0, 273, 0, 0, 0, 0, 0, 0, 0, 2, 275
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\select.vue", "vue", 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 2, 139
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\select2.vue", "vue", 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 2, 131
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\side-bar.vue", "vue", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 110
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\timer.vue", "vue", 0, 0, 1785, 0, 0, 0, 0, 0, 0, 0, 0, 1785
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\timerMonthly.vue", "vue", 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 1, 199
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\components\timerWeekly.vue", "vue", 0, 0, 174, 0, 0, 0, 0, 0, 0, 0, 1, 175
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\events\async.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 19
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\events\crypto.js", "JavaScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 36
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\events\printPDF.js", "JavaScript", 73, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 77
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\locale\index.json", "JSON", 0, 0, 0, 336, 0, 0, 0, 0, 0, 0, 1, 337
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\plugins\axios.js", "JavaScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 39
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\plugins\i18.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 19
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\plugins\license.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\router\index.js", "JavaScript", 81, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 88
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\views\dash-board.vue", "vue", 0, 0, 503, 0, 0, 0, 0, 0, 0, 0, 3, 506
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\views\e-model.vue", "vue", 0, 0, 507, 0, 0, 0, 0, 0, 0, 5, 1, 513
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\views\ep-model.vue", "vue", 0, 0, 443, 0, 0, 0, 0, 0, 0, 5, 2, 450
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\views\graph-panel.vue", "vue", 0, 0, 934, 0, 0, 0, 0, 0, 0, 0, 9, 943
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\views\login.vue", "vue", 0, 0, 311, 0, 0, 0, 0, 0, 0, 0, 11, 322
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\views\report.vue", "vue", 0, 0, 774, 0, 0, 0, 0, 0, 0, 1, 3, 778
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\views\schema.vue", "vue", 0, 0, 527, 0, 0, 0, 0, 0, 0, 4, 1, 532
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\views\server-request.vue", "vue", 0, 0, 639, 0, 0, 0, 0, 0, 0, 21, 3, 663
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\views\settings.vue", "vue", 0, 0, 394, 0, 0, 0, 0, 0, 0, 54, 3, 451
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\views\table-diagram.vue", "vue", 0, 0, 1623, 0, 0, 0, 0, 0, 0, 10, 16, 1649
"c:\Users\HP\Desktop\mvp\Frontend\src\renderer\views\vector-diagram.vue", "vue", 0, 0, 732, 0, 0, 0, 0, 0, 0, 0, 7, 739
"c:\Users\HP\Desktop\mvp\Frontend\vue.config.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 15
"c:\Users\HP\Desktop\mvp\Frontend\webpack.config.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"Total", "-", 9304, 19, 20749, 37565, 63, 16, 17, 4434, 2, 337, 1463, 73969
